분류군,국명,학명,분양가능여부
관속식물류,마삭줄,Trachelospermum asiaticum (Siebold & Zucc.) Nakai,가능
관속식물류,마삭줄,Trachelospermum asiaticum (Siebold & Zucc.) Nakai,가능
관속식물류,마삭줄,Trachelospermum asiaticum (Siebold & Zucc.) Nakai,가능
관속식물류,팔손이,Fatsia japonica (Thunb.) Decne. & Planch.,가능
관속식물류,팔손이,Fatsia japonica (Thunb.) Decne. & Planch.,가능
관속식물류,팔손이,Fatsia japonica (Thunb.) Decne. & Planch.,가능
관속식물류,팔손이,Fatsia japonica (Thunb.) Decne. & Planch.,가능
관속식물류,팔손이,Fatsia japonica (Thunb.) Decne. & Planch.,가능
관속식물류,팔손이,Fatsia japonica (Thunb.) Decne. & Planch.,가능
관속식물류,멀꿀,Stauntonia hexaphylla (Thunb.) Decne.,가능
관속식물류,멀꿀,Stauntonia hexaphylla (Thunb.) Decne.,가능
관속식물류,멀꿀,Stauntonia hexaphylla (Thunb.) Decne.,가능
관속식물류,멀꿀,Stauntonia hexaphylla (Thunb.) Decne.,가능
관속식물류,멀꿀,Stauntonia hexaphylla (Thunb.) Decne.,가능
관속식물류,멀꿀,Stauntonia hexaphylla (Thunb.) Decne.,가능
관속식물류,고추나무,Staphylea bumalda DC.,가능
관속식물류,고추나무,Staphylea bumalda DC.,가능
관속식물류,고추나무,Staphylea bumalda DC.,가능
관속식물류,고추나무,Staphylea bumalda DC.,가능
관속식물류,고추나무,Staphylea bumalda DC.,가능
관속식물류,고추나무,Staphylea bumalda DC.,가능
관속식물류,신나무,Acer tataricum subsp. ginnala (Maxim.) Wesm.,가능
관속식물류,신나무,Acer tataricum subsp. ginnala (Maxim.) Wesm.,가능
관속식물류,신나무,Acer tataricum subsp. ginnala (Maxim.) Wesm.,가능
관속식물류,초피나무,Zanthoxylum piperitum (L.) DC.,가능
관속식물류,초피나무,Zanthoxylum piperitum (L.) DC.,가능
관속식물류,초피나무,Zanthoxylum piperitum (L.) DC.,가능
관속식물류,곰솔,Pinus thunbergii Parl.,가능
관속식물류,곰솔,Pinus thunbergii Parl.,가능
관속식물류,곰솔,Pinus thunbergii Parl.,가능
관속식물류,곰솔,Pinus thunbergii Parl.,가능
관속식물류,곰솔,Pinus thunbergii Parl.,가능
관속식물류,곰솔,Pinus thunbergii Parl.,가능
관속식물류,화살나무,Euonymus alatus (Thunb.) Siebold,가능
관속식물류,화살나무,Euonymus alatus (Thunb.) Siebold,가능
관속식물류,화살나무,Euonymus alatus (Thunb.) Siebold,가능
관속식물류,화살나무,Euonymus alatus (Thunb.) Siebold,가능
관속식물류,화살나무,Euonymus alatus (Thunb.) Siebold,가능
관속식물류,화살나무,Euonymus alatus (Thunb.) Siebold,가능
관속식물류,각시족도리풀,Asarum misandrum B. U. Oh & J. G. Kim,가능
관속식물류,각시족도리풀,Asarum misandrum B. U. Oh & J. G. Kim,가능
관속식물류,각시족도리풀,Asarum misandrum B. U. Oh & J. G. Kim,가능
관속식물류,노루귀,Hepatica asiatica Nakai,가능
관속식물류,노루귀,Hepatica asiatica Nakai,가능
관속식물류,노루귀,Hepatica asiatica Nakai,가능
관속식물류,분꽃나무,Viburnum carlesii var. bitchiuense (Makino) Nakai,가능
관속식물류,분꽃나무,Viburnum carlesii var. bitchiuense (Makino) Nakai,가능
관속식물류,분꽃나무,Viburnum carlesii var. bitchiuense (Makino) Nakai,가능
관속식물류,분꽃나무,Viburnum carlesii var. bitchiuense (Makino) Nakai,가능
관속식물류,분꽃나무,Viburnum carlesii var. bitchiuense (Makino) Nakai,가능
관속식물류,분꽃나무,Viburnum carlesii var. bitchiuense (Makino) Nakai,가능
관속식물류,홀아비꽃대,Chloranthus japonicus Siebold,가능
관속식물류,홀아비꽃대,Chloranthus japonicus Siebold,가능
관속식물류,홀아비꽃대,Chloranthus japonicus Siebold,가능
관속식물류,덜꿩나무,Viburnum erosum Thunb.,가능
관속식물류,덜꿩나무,Viburnum erosum Thunb.,가능
관속식물류,덜꿩나무,Viburnum erosum Thunb.,가능
관속식물류,덜꿩나무,Viburnum erosum Thunb.,가능
관속식물류,덜꿩나무,Viburnum erosum Thunb.,가능
관속식물류,덜꿩나무,Viburnum erosum Thunb.,가능
관속식물류,국수나무,Stephanandra incisa (Thunb.) Zabel,가능
관속식물류,국수나무,Stephanandra incisa (Thunb.) Zabel,가능
관속식물류,국수나무,Stephanandra incisa (Thunb.) Zabel,가능
관속식물류,국수나무,Stephanandra incisa (Thunb.) Zabel,가능
관속식물류,국수나무,Stephanandra incisa (Thunb.) Zabel,가능
관속식물류,국수나무,Stephanandra incisa (Thunb.) Zabel,가능
관속식물류,콩배나무,Pyrus calleryana var. fauriei (C.K. Schneid.) Rehder,가능
관속식물류,콩배나무,Pyrus calleryana var. fauriei (C.K. Schneid.) Rehder,가능
관속식물류,콩배나무,Pyrus calleryana var. fauriei (C.K. Schneid.) Rehder,가능
관속식물류,콩배나무,Pyrus calleryana var. fauriei (C.K. Schneid.) Rehder,가능
관속식물류,콩배나무,Pyrus calleryana var. fauriei (C.K. Schneid.) Rehder,가능
관속식물류,콩배나무,Pyrus calleryana var. fauriei (C.K. Schneid.) Rehder,가능
관속식물류,신갈나무,Quercus mongolica Fisch. ex Ledeb.,가능
관속식물류,신갈나무,Quercus mongolica Fisch. ex Ledeb.,가능
관속식물류,신갈나무,Quercus mongolica Fisch. ex Ledeb.,가능
관속식물류,신갈나무,Quercus mongolica Fisch. ex Ledeb.,가능
관속식물류,신갈나무,Quercus mongolica Fisch. ex Ledeb.,가능
관속식물류,신갈나무,Quercus mongolica Fisch. ex Ledeb.,가능
관속식물류,덜꿩나무,Viburnum erosum Thunb.,가능
관속식물류,덜꿩나무,Viburnum erosum Thunb.,가능
관속식물류,덜꿩나무,Viburnum erosum Thunb.,가능
관속식물류,덜꿩나무,Viburnum erosum Thunb.,가능
관속식물류,덜꿩나무,Viburnum erosum Thunb.,가능
관속식물류,덜꿩나무,Viburnum erosum Thunb.,가능
관속식물류,암대극,Euphorbia jolkinii Boiss.,가능
관속식물류,암대극,Euphorbia jolkinii Boiss.,가능
관속식물류,암대극,Euphorbia jolkinii Boiss.,가능
관속식물류,자주괴불주머니,Corydalis incisa (Thunb.) Pers.,가능
관속식물류,자주괴불주머니,Corydalis incisa (Thunb.) Pers.,가능
관속식물류,자주괴불주머니,Corydalis incisa (Thunb.) Pers.,가능
관속식물류,으름덩굴,Akebia quinata (Houtt.) Decne.,가능
관속식물류,으름덩굴,Akebia quinata (Houtt.) Decne.,가능
관속식물류,으름덩굴,Akebia quinata (Houtt.) Decne.,가능
관속식물류,으름덩굴,Akebia quinata (Houtt.) Decne.,가능
관속식물류,으름덩굴,Akebia quinata (Houtt.) Decne.,가능
관속식물류,으름덩굴,Akebia quinata (Houtt.) Decne.,가능
관속식물류,사시나무,Populus davidiana Dode,가능
관속식물류,사시나무,Populus davidiana Dode,가능
관속식물류,사시나무,Populus davidiana Dode,가능
관속식물류,사시나무,Populus davidiana Dode,가능
관속식물류,사시나무,Populus davidiana Dode,가능
관속식물류,사시나무,Populus davidiana Dode,가능
관속식물류,괭이밥,Oxalis corniculata L.,가능
관속식물류,괭이밥,Oxalis corniculata L.,가능
관속식물류,괭이밥,Oxalis corniculata L.,가능
관속식물류,수영,Rumex acetosa L.,가능
관속식물류,수영,Rumex acetosa L.,가능
관속식물류,수영,Rumex acetosa L.,가능
관속식물류,회잎나무,Euonymus alatus f. ciliatodentatus Hiyama,가능
관속식물류,회잎나무,Euonymus alatus f. ciliatodentatus Hiyama,가능
관속식물류,회잎나무,Euonymus alatus f. ciliatodentatus Hiyama,가능
관속식물류,회잎나무,Euonymus alatus f. ciliatodentatus Hiyama,가능
관속식물류,회잎나무,Euonymus alatus f. ciliatodentatus Hiyama,가능
관속식물류,회잎나무,Euonymus alatus f. ciliatodentatus Hiyama,가능
관속식물류,신나무,Acer tataricum subsp. ginnala (Maxim.) Wesm.,가능
관속식물류,신나무,Acer tataricum subsp. ginnala (Maxim.) Wesm.,가능
관속식물류,신나무,Acer tataricum subsp. ginnala (Maxim.) Wesm.,가능
관속식물류,신나무,Acer tataricum subsp. ginnala (Maxim.) Wesm.,가능
관속식물류,신나무,Acer tataricum subsp. ginnala (Maxim.) Wesm.,가능
관속식물류,신나무,Acer tataricum subsp. ginnala (Maxim.) Wesm.,가능
관속식물류,키버들,Salix koriyanagi Kimura ex Goerz,가능
관속식물류,키버들,Salix koriyanagi Kimura ex Goerz,가능
관속식물류,키버들,Salix koriyanagi Kimura ex Goerz,가능
관속식물류,키버들,Salix koriyanagi Kimura ex Goerz,가능
관속식물류,키버들,Salix koriyanagi Kimura ex Goerz,가능
관속식물류,키버들,Salix koriyanagi Kimura ex Goerz,가능
관속식물류,산괴불주머니,Corydalis speciosa Maxim.,가능
관속식물류,산괴불주머니,Corydalis speciosa Maxim.,가능
관속식물류,산괴불주머니,Corydalis speciosa Maxim.,가능
관속식물류,상산,Orixa japonica Thunb.,가능
관속식물류,상산,Orixa japonica Thunb.,가능
관속식물류,상산,Orixa japonica Thunb.,가능
관속식물류,버드나무,Salix pierotii Miq.,가능
관속식물류,버드나무,Salix pierotii Miq.,가능
관속식물류,버드나무,Salix pierotii Miq.,가능
관속식물류,버드나무,Salix pierotii Miq.,가능
관속식물류,버드나무,Salix pierotii Miq.,가능
관속식물류,버드나무,Salix pierotii Miq.,가능
관속식물류,갯버들,Salix gracilistyla Miq.,가능
관속식물류,갯버들,Salix gracilistyla Miq.,가능
관속식물류,갯버들,Salix gracilistyla Miq.,가능
관속식물류,당단풍나무,Acer pseudosieboldianum (Pax) Kom.,가능
관속식물류,당단풍나무,Acer pseudosieboldianum (Pax) Kom.,가능
관속식물류,당단풍나무,Acer pseudosieboldianum (Pax) Kom.,가능
관속식물류,호랑버들,Salix caprea L.,가능
관속식물류,호랑버들,Salix caprea L.,가능
관속식물류,호랑버들,Salix caprea L.,가능
관속식물류,벚나무,Prunus jamasakura Siebold ex Koidz.,가능
관속식물류,벚나무,Prunus jamasakura Siebold ex Koidz.,가능
관속식물류,벚나무,Prunus jamasakura Siebold ex Koidz.,가능
관속식물류,뚝새풀,Alopecurus aequalis Sobol.,가능
관속식물류,뚝새풀,Alopecurus aequalis Sobol.,가능
관속식물류,뚝새풀,Alopecurus aequalis Sobol.,가능
관속식물류,노박덩굴,Celastrus orbiculatus Thunb.,가능
관속식물류,노박덩굴,Celastrus orbiculatus Thunb.,가능
관속식물류,노박덩굴,Celastrus orbiculatus Thunb.,가능
관속식물류,소태나무,Picrasma quassioides (D. Don) Benn.,가능
관속식물류,소태나무,Picrasma quassioides (D. Don) Benn.,가능
관속식물류,소태나무,Picrasma quassioides (D. Don) Benn.,가능
관속식물류,방기,Sinomenium acutum (Thunb.) Rehder & E. H. Wilson,가능
관속식물류,방기,Sinomenium acutum (Thunb.) Rehder & E. H. Wilson,가능
관속식물류,방기,Sinomenium acutum (Thunb.) Rehder & E. H. Wilson,가능
관속식물류,갯무,Raphanus sativus var. hortensis f. raphanistroides Makino,가능
관속식물류,갯무,Raphanus sativus var. hortensis f. raphanistroides Makino,가능
관속식물류,갯무,Raphanus sativus var. hortensis f. raphanistroides Makino,가능
관속식물류,전호,Anthriscus sylvestris (L.) Hoffm.,가능
관속식물류,전호,Anthriscus sylvestris (L.) Hoffm.,가능
관속식물류,전호,Anthriscus sylvestris (L.) Hoffm.,가능
관속식물류,멍석딸기,Rubus parvifolius L.,가능
관속식물류,멍석딸기,Rubus parvifolius L.,가능
관속식물류,멍석딸기,Rubus parvifolius L.,가능
관속식물류,보리밥나무,Elaeagnus macrophylla Thunb.,가능
관속식물류,보리밥나무,Elaeagnus macrophylla Thunb.,가능
관속식물류,보리밥나무,Elaeagnus macrophylla Thunb.,가능
